Employee_Name,EmpID,MarriedID,MaritalStatusID,Gender,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,DistanceFromHome,Age,Attrition,BusinessTravel,Education,EducationField,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
"Huynh, Ming",10160,0,2,Male,5,5,3,0,68182,1,20,Production Technician II,MA,1742,09/22/76,F,Divorced,US Citizen,2/21/2011,4/1/2013,unhappy,Voluntarily Terminated,Production       ,Amy Dunn,11,Google Search,Fully Meets,3.72,3,0,2/1/2013,0,18,3,51,Yes,Travel_Frequently,4,Life Sciences,4,10650,25150,2,No,15,3,80,0,18,2,3,4,2,0,3
"Immediato, Walter",10289,1,1,Female,5,5,2,0,83082,1,18,Production Manager,MA,2128,11/15/76,M ,Married,US Citizen,2/21/2011,9/24/2012,unhappy,Voluntarily Terminated,Production       ,Janet King,2,Indeed,Needs Improvement,2.34,2,0,4/12/2012,3,4,26,39,No,Travel_Rarely,4,Life Sciences,3,5902,14590,4,No,14,3,80,1,17,1,4,15,11,5,9
"Ivey, Rose ",10139,0,0,Male,1,5,3,0,51908,0,19,Production Technician I,MA,1775,01/28/91,F,Single,US Citizen,8/19/2013,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Indeed,Fully Meets,3.99,3,0,1/14/2019,0,14,46,25,No,Travel_Rarely,3,Life Sciences,3,8639,24835,2,No,18,3,80,0,6,3,3,2,2,2,2
"Jackson, Maryellen",10227,0,0,Male,1,5,3,0,61242,0,19,Production Technician I,MA,2081,09/11/72,F,Single,US Citizen,11/5/2012,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,4.1,3,0,1/17/2019,0,7,34,30,No,Travel_Rarely,3,Human Resources,4,6347,13982,0,Yes,19,3,80,0,12,2,1,11,9,4,7
"Jacobi, Hannah  ",10236,0,2,Female,1,5,3,0,45069,0,19,Production Technician I,MA,1778,03/22/66,F,Divorced,US Citizen,9/30/2013,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,Employee Referral,Fully Meets,4.3,5,0,2/22/2019,0,7,48,32,Yes,Travel_Rarely,3,Medical,1,4200,10224,7,No,22,4,80,0,10,2,4,5,4,0,4
"Jeannite, Tayana",10009,0,2,Male,1,5,4,0,60724,0,20,Production Technician II,MA,1821,11/06/86,F,Divorced,US Citizen,7/5/2011,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Exceeds,4.6,4,0,2/25/2019,0,11,64,45,No,Travel_Rarely,3,Medical,4,3452,9752,5,No,13,3,80,0,9,2,2,6,5,0,3
"Jhaveri, Sneha  ",10060,0,3,Female,1,5,3,0,60436,0,19,Production Technician I,MA,2109,04/13/64,F,Separated,US Citizen,1/6/2014,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,5,5,0,1/21/2019,0,9,64,38,No,Travel_Rarely,5,Technical Degree,3,4317,2302,3,Yes,20,4,80,0,19,2,3,3,2,2,2
"Johnson, George",10034,1,1,Female,5,5,4,0,46837,1,19,Production Technician I,MA,2445,08/19/59,M ,Married,US Citizen,11/7/2011,4/29/2018,more money,Voluntarily Terminated,Production       ,Michael Albert,22,CareerBuilder,Exceeds,4.7,4,0,2/14/2018,0,9,50,30,No,Travel_Rarely,3,Life Sciences,3,2632,23910,1,No,14,3,80,0,5,4,2,5,4,0,4
"Johnson, Noelle ",10156,1,1,Male,3,3,3,0,105700,0,8,Database Administrator,MA,2301,11/07/86,F,Married,US Citizen,1/5/2015,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Indeed,Fully Meets,3.75,3,5,2/11/2019,0,2,79,32,No,Travel_Frequently,2,Medical,4,4668,22812,0,No,17,3,80,3,9,2,4,8,7,0,7
"Johnston, Yen",10036,0,0,Female,1,5,4,0,63322,0,20,Production Technician II,MA,2128,09/08/69,F,Single,US Citizen,7/7/2014,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,LinkedIn,Exceeds,4.3,3,0,1/11/2019,0,1,1,30,No,Travel_Rarely,3,Technical Degree,1,3204,10415,5,No,14,3,80,1,8,3,3,3,2,2,2
"Jung, Judy  ",10138,1,1,Male,5,5,3,0,61154,1,19,Production Technician I,MA,2446,04/17/86,F,Married,US Citizen,1/10/2011,4/1/2016,unhappy,Voluntarily Terminated,Production       ,Elijiah Gray,16,CareerBuilder,Fully Meets,4,4,0,2/3/2016,0,4,79,30,No,Travel_Rarely,1,Medical,4,2720,11162,0,No,13,3,80,0,6,3,3,5,3,1,2
"Kampew, Donysha",10244,0,0,Male,5,6,3,0,68999,1,21,Sales Manager,PA,19444,11/11/89,F,Single,US Citizen,11/7/2011,4/24/2014,maternity leave - did not return,Voluntarily Terminated,Sales,Debra Houlihan,15,Google Search,Fully Meets,4.5,5,0,3/30/2013,0,2,99,41,No,Travel_Frequently,3,Life Sciences,1,17181,12888,4,No,13,3,80,1,21,2,2,7,6,7,7
"Keatts, Kramer ",10192,0,0,Male,1,5,3,0,50482,0,19,Production Technician I,MA,1887,01/19/76,M ,Single,US Citizen,9/30/2013,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,Indeed,Fully Meets,3.07,4,0,1/23/2019,0,10,97,41,No,Travel_Rarely,4,Life Sciences,1,2238,6961,2,No,21,4,80,1,7,2,3,5,0,1,4
"Khemmich, Bartholemew",10231,0,0,Female,1,6,3,0,65310,0,3,Area Sales Manager,CO,80820,11/27/79,M ,Single,US Citizen,8/19/2013,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,4.3,5,0,1/22/2019,0,13,18,19,No,Travel_Rarely,1,Medical,2,1483,16102,1,No,14,3,80,0,1,3,3,1,0,0,0
"King, Janet",10089,1,1,Female,1,2,3,0,250000,0,16,President & CEO,MA,1902,09/21/54,F,Married,US Citizen,7/2/2012,,N/A-StillEmployed,Active,Executive Office,Board of Directors,9,Indeed,Fully Meets,4.83,3,0,1/17/2019,0,10,53,40,No,Travel_Frequently,3,Medical,2,5605,8504,1,No,11,3,80,1,20,2,3,20,7,2,13
"Kinsella, Kathleen  ",10166,1,1,Male,5,5,3,0,54005,1,19,Production Technician I,MA,2170,12/08/73,F,Married,US Citizen,9/26/2011,6/4/2015,more money,Voluntarily Terminated,Production       ,Webster Butler,39,Google Search,Fully Meets,3.6,5,0,3/1/2015,0,16,68,35,No,Travel_Rarely,5,Marketing,2,7295,11439,1,No,13,3,80,2,10,3,3,10,8,0,6
"Kirill, Alexandra  ",10170,1,1,Male,5,5,3,0,45433,1,19,Production Technician I,MA,2127,10/08/70,F,Married,US Citizen,9/26/2011,1/9/2014,more money,Voluntarily Terminated,Production       ,Amy Dunn,11,Google Search,Fully Meets,3.49,4,0,1/30/2013,0,6,95,53,No,Travel_Rarely,2,Marketing,3,2306,16047,2,Yes,20,4,80,1,13,3,1,7,7,4,5
"Knapp, Bradley  J",10208,0,0,Male,1,5,3,0,46654,0,19,Production Technician I,MA,1721,11/10/77,M ,Single,US Citizen,2/17/2014,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Fully Meets,3.1,3,0,2/6/2019,0,3,17,45,No,Travel_Rarely,3,Life Sciences,2,2348,10901,8,No,18,3,80,1,20,2,1,17,9,0,15
"Kretschmer, John",10176,1,1,Female,1,5,3,0,63973,0,19,Production Technician I,MA,1801,02/02/80,M ,Married,US Citizen,1/10/2011,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Indeed,Fully Meets,3.38,3,0,1/21/2019,0,17,94,32,No,Travel_Frequently,3,Marketing,4,8998,15589,1,No,14,3,80,0,9,2,3,9,8,3,7
"Kreuger, Freddy",10165,0,0,Male,1,6,3,1,71339,0,3,Area Sales Manager,NY,10171,02/24/69,M ,Single,US Citizen,3/7/2011,,N/A-StillEmployed,Active,Sales,John Smith,17,Diversity Job Fair,Fully Meets,3.65,5,0,1/17/2019,0,20,27,29,No,Non-Travel,1,Technical Degree,3,4319,26283,1,No,13,3,80,1,10,1,3,10,7,0,9
"Lajiri,  Jyoti",10113,1,1,Male,3,3,3,0,93206,0,28,Sr. Network Engineer,MA,2169,04/23/86,M ,Married,US Citizen,11/10/2014,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,Employee Referral,Fully Meets,4.46,5,6,1/7/2019,0,7,95,51,No,Travel_Rarely,4,Medical,3,6132,13983,2,No,17,3,80,0,10,2,3,1,0,0,0
"Landa, Hans",10092,1,1,Female,4,5,3,0,82758,1,18,Production Manager,MA,1890,07/01/72,M ,Married,US Citizen,1/10/2011,12/12/2015,attendance,Terminated for Cause,Production       ,Janet King,2,Employee Referral,Fully Meets,4.78,4,0,2/15/2015,0,9,78,58,No,Travel_Rarely,3,Medical,2,3346,11873,4,Yes,20,4,80,1,9,3,2,1,0,0,0
"Langford, Lindsey",10106,0,2,Male,5,5,3,0,66074,1,20,Production Technician II,MA,2090,07/25/79,F,Divorced,US Citizen,1/7/2013,3/31/2014,Another position,Voluntarily Terminated,Production       ,David Stanley,14,Indeed,Fully Meets,4.52,3,0,2/20/2014,0,20,87,40,No,Travel_Rarely,4,Marketing,4,10855,8552,7,No,11,3,80,1,15,2,2,12,11,2,11
"Langton, Enrico",10052,1,1,Female,1,5,3,0,46120,0,19,Production Technician I,MA,2048,12/09/86,M ,Married,US Citizen,7/9/2012,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,5,5,0,2/4/2019,0,13,59,34,No,Travel_Frequently,4,Marketing,3,2231,11314,6,No,18,3,80,1,6,3,3,4,3,1,2
"LaRotonda, William  ",10038,0,2,Male,1,1,3,0,64520,0,1,Accountant I,MA,1460,04/26/84,M ,Divorced,US Citizen,1/6/2014,,N/A-StillEmployed,Active,Admin Offices,Brandon R. LeBlanc,1,Website,Fully Meets,5,4,4,1/17/2019,0,3,92,22,No,Travel_Rarely,1,Medical,4,2323,11992,1,No,24,4,80,2,2,6,3,2,2,2,2
"Latif, Mohammed",10249,1,1,Male,5,5,3,0,61962,1,20,Production Technician II,MA,2126,05/09/84,M ,Married,US Citizen,4/2/2012,4/15/2013,more money,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,4.9,3,0,2/20/2013,0,20,59,27,No,Non-Travel,3,Medical,2,2024,5970,6,No,18,3,80,1,6,1,1,2,2,2,2
"Le, Binh",10232,0,0,Male,1,3,3,0,81584,0,22,Senior BI Developer,MA,1886,06/14/87,F,Single,US Citizen,10/2/2016,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,4.1,5,7,1/8/2019,0,2,69,28,No,Travel_Rarely,3,Medical,4,2713,6672,1,No,11,3,80,1,5,2,1,5,2,0,2
"Leach, Dallas",10087,0,0,Male,5,5,3,0,63676,1,19,Production Technician I,MA,1810,01/17/79,F,Single,US Citizen,9/26/2011,8/19/2018,return to school,Voluntarily Terminated,Production       ,Kissy Sullivan,20,CareerBuilder,Fully Meets,4.88,3,0,7/2/2017,0,17,62,57,No,Travel_Rarely,2,Life Sciences,4,9439,23402,3,Yes,16,3,80,1,12,2,1,5,3,1,4
"LeBlanc, Brandon  R",10134,1,1,Male,1,1,3,0,93046,0,23,Shared Services Manager,MA,1460,06/10/84,M ,Married,US Citizen,1/5/2016,,N/A-StillEmployed,Active,Admin Offices,Janet King,2,CareerBuilder,Fully Meets,4.1,4,0,1/28/2019,0,20,9,27,No,Non-Travel,3,Medical,3,2566,25326,1,Yes,15,3,80,1,1,2,2,1,1,0,1
"Lecter, Hannibal",10251,1,1,Female,1,5,3,0,64738,0,19,Production Technician I,MA,1776,09/02/82,M ,Married,US Citizen,5/14/2012,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Google Search,Fully Meets,4.1,3,0,2/22/2019,0,10,2,50,No,Travel_Rarely,3,Life Sciences,2,19926,17053,3,No,15,3,80,0,21,5,3,5,4,4,4
"Leruth, Giovanni",10103,0,3,Male,1,6,3,0,70468,0,3,Area Sales Manager,UT,84111,12/27/88,M ,Separated,US Citizen,4/30/2012,,N/A-StillEmployed,Active,Sales,John Smith,17,Website,Fully Meets,4.53,3,0,1/29/2019,0,16,6,41,No,Travel_Rarely,3,Life Sciences,3,2451,4609,4,No,12,3,80,1,13,2,3,9,8,1,8
"Liebig, Ketsia",10017,1,1,Female,1,5,4,0,77915,0,18,Production Manager,MA,2110,10/26/81,F,Married,US Citizen,9/30/2013,,N/A-StillEmployed,Active,Production       ,Janet King,2,Website,Exceeds,4.1,3,0,1/21/2019,0,11,98,30,No,Travel_Rarely,3,Life Sciences,4,9419,8053,2,No,12,3,80,1,12,2,3,10,9,7,4
"Linares, Marilyn ",10186,1,1,Female,5,5,3,0,52624,1,19,Production Technician I,MA,1886,03/26/81,F,Married,US Citizen,7/5/2011,9/26/2018,unhappy,Voluntarily Terminated,Production       ,Michael Albert,22,Indeed,Fully Meets,3.18,4,0,3/2/2018,0,16,20,38,No,Travel_Rarely,4,Life Sciences,4,8686,12930,4,No,22,4,80,0,12,2,4,8,3,0,7
"Linden, Mathew",10137,1,1,Male,3,5,3,0,63450,0,20,Production Technician II,MA,1770,03/19/79,M ,Married,US Citizen,7/8/2013,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,4,3,0,2/18/2019,0,7,51,32,No,Travel_Rarely,5,Life Sciences,3,3038,12430,3,No,20,4,80,0,8,2,3,5,4,1,4
"Lindsay, Leonara ",10008,0,0,Male,1,3,4,1,51777,0,14,IT Support,CT,6070,10/05/88,F,Single,US Citizen,1/21/2011,,N/A-StillEmployed,Active,IT/IS,Eric Dougall,6,Diversity Job Fair,Exceeds,4.64,4,5,1/25/2019,0,14,46,27,No,Travel_Rarely,3,Technical Degree,2,3058,13364,0,Yes,16,3,80,1,6,3,2,5,2,1,1
"Lundy, Susan",10096,0,4,Female,5,5,3,0,67237,1,20,Production Technician II,MA,2122,12/26/76,F,Widowed,US Citizen,7/8/2013,9/15/2016,more money,Voluntarily Terminated,Production       ,Michael Albert,22,LinkedIn,Fully Meets,4.65,4,0,6/10/2016,0,15,97,19,Yes,Travel_Frequently,1,Technical Degree,1,2325,20989,0,No,21,4,80,0,1,5,4,0,0,0,0
"Lunquist, Lisa",10035,0,0,Male,1,5,4,0,73330,0,20,Production Technician II,MA,2324,03/28/82,F,Single,US Citizen,8/19/2013,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Indeed,Exceeds,4.2,4,0,2/12/2019,0,19,65,36,No,Travel_Frequently,2,Medical,2,2088,15062,4,No,12,3,80,0,13,3,2,8,7,7,2
"Lydon, Allison",10057,1,1,Male,3,5,3,0,52057,0,19,Production Technician I,MA,2122,10/22/75,F,Married,US Citizen,2/16/2015,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Website,Fully Meets,5,3,0,1/23/2019,0,6,9,30,No,Non-Travel,3,Medical,1,3072,11012,1,No,11,3,80,2,12,4,3,12,9,6,10
"Lynch, Lindsay",10004,0,0,Female,5,5,4,1,47434,1,19,Production Technician I,MA,1844,02/14/73,F,Single,US Citizen,11/7/2011,11/14/2015,Another position,Voluntarily Terminated,Production       ,Webster Butler,39,Diversity Job Fair,Exceeds,5,4,0,2/2/2015,0,17,69,45,No,Travel_Rarely,2,Life Sciences,1,5006,6319,4,Yes,11,3,80,1,9,3,4,5,4,0,3
"MacLennan, Samuel",10191,0,4,Female,5,5,3,0,52788,1,19,Production Technician I,MA,1938,11/09/72,M ,Widowed,US Citizen,9/24/2012,9/26/2017,hours,Voluntarily Terminated,Production       ,Amy Dunn,11,Indeed,Fully Meets,3.08,4,0,4/1/2017,0,18,30,56,No,Travel_Rarely,3,Life Sciences,1,4257,13939,4,Yes,18,3,80,1,19,3,3,2,2,2,2
"Mahoney, Lauren  ",10219,0,0,Male,1,5,3,0,45395,0,19,Production Technician I,MA,2189,07/07/86,F,Single,US Citizen,1/6/2014,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Fully Meets,4.6,4,0,2/26/2019,0,14,58,33,No,Travel_Rarely,3,Life Sciences,4,2500,10515,0,No,14,3,80,0,4,2,4,3,1,0,2
"Manchester, Robyn",10077,1,1,Male,2,5,3,0,62385,0,20,Production Technician II,MA,2324,08/25/76,F,Married,US Citizen,5/11/2016,,N/A-StillEmployed,Active,Production       ,Webster Butler,,LinkedIn,Fully Meets,5,3,0,1/21/2019,0,4,34,19,Yes,Travel_Rarely,3,Life Sciences,4,1102,9241,1,No,22,4,80,0,1,3,2,1,0,1,0
"Mancuso, Karen",10073,1,1,Female,5,5,3,0,68407,1,20,Production Technician II,MA,2176,12/10/86,F,Married,US Citizen,7/5/2011,8/19/2012,Another position,Voluntarily Terminated,Production       ,Amy Dunn,11,LinkedIn,Fully Meets,5,4,0,7/2/2012,0,16,74,46,No,Travel_Rarely,2,Marketing,1,10453,2137,1,No,25,4,80,3,24,2,3,24,13,15,7
"Mangal, Debbie",10279,1,1,Female,1,5,3,0,61349,0,19,Production Technician I,MA,2451,11/07/74,F,Married,US Citizen,11/11/2013,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,LinkedIn,Fully Meets,4.1,3,0,1/22/2019,0,11,42,38,No,Travel_Rarely,2,Life Sciences,4,2288,6319,1,No,12,3,80,0,2,3,3,2,2,2,1
"Martin, Sandra",10110,0,0,Female,1,4,3,0,105688,0,24,Software Engineer,MA,2135,11/07/87,F,Single,US Citizen,11/11/2013,,N/A-StillEmployed,Active,Software Engineering,Alex Sweetwater,10,Google Search,Fully Meets,4.5,5,4,1/14/2019,0,14,14,31,No,Travel_Rarely,1,Medical,4,3929,6984,8,Yes,23,4,80,1,7,0,3,4,2,0,2
"Maurice, Shana",10053,1,1,Female,1,5,3,0,54132,0,19,Production Technician I,MA,2330,11/22/77,F,Married,US Citizen,5/31/2011,,N/A-StillEmployed,Active,Production       ,David Stanley,14,Indeed,Fully Meets,5,4,0,1/10/2019,0,8,89,34,No,Travel_Rarely,2,Medical,2,2311,5711,2,No,15,3,80,0,9,3,3,3,2,1,2
"Carthy, B'rigit",10076,0,0,Female,1,5,3,0,55315,0,20,Production Technician II,MA,2149,05/21/87,F,Single,US Citizen,3/30/2015,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Fully Meets,5,5,0,2/7/2019,0,16,46,41,Yes,Travel_Rarely,2,Marketing,2,3140,21728,1,Yes,22,4,80,0,4,5,2,4,3,0,2
"Mckenna, Sandy",10145,1,1,Male,1,5,3,0,62810,0,19,Production Technician I,MA,2184,01/07/87,F,Married,US Citizen,1/7/2013,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,CareerBuilder,Fully Meets,3.93,3,0,1/30/2019,0,20,29,50,No,Travel_Rarely,3,Medical,3,3690,3425,2,No,15,3,80,1,5,2,2,3,2,0,2
"McKinzie, Jac",10202,1,1,Female,2,6,3,0,63291,0,3,Area Sales Manager,TX,78789,07/01/84,M ,Married,US Citizen,7/6/2016,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Website,Fully Meets,3.4,4,0,1/29/2019,0,7,12,53,No,Travel_Rarely,2,Medical,1,4450,26250,1,No,11,3,80,2,5,3,3,4,2,1,3
"Meads, Elizabeth",10128,0,0,Female,5,5,3,1,62659,1,19,Production Technician I,MA,1760,05/30/68,F,Single,US Citizen,4/2/2012,11/11/2016,Another position,Voluntarily Terminated,Production       ,Kelley Spirea,18,Diversity Job Fair,Fully Meets,4.18,4,0,2/5/2016,0,17,64,33,No,Travel_Rarely,3,Medical,2,2756,4673,1,No,13,3,80,1,8,5,3,8,7,1,6
"Medeiros, Jennifer",10068,0,0,Female,1,5,3,0,55688,0,19,Production Technician I,MA,2346,09/22/76,F,Single,US Citizen,3/30/2015,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,CareerBuilder,Fully Meets,5,4,0,1/21/2019,0,10,18,40,No,Travel_Rarely,1,Medical,3,19033,6499,1,No,14,3,80,1,21,2,3,20,8,9,9
"Miller, Brannon",10116,0,0,Male,1,5,3,0,83667,0,18,Production Manager,MA,2045,08/10/81,M ,Single,US Citizen,8/16/2012,,N/A-StillEmployed,Active,Production       ,Janet King,2,Indeed,Fully Meets,4.37,3,0,1/14/2019,0,2,94,55,No,Travel_Rarely,4,Medical,2,18722,13339,8,No,11,3,80,0,36,3,3,24,15,2,15
"Miller, Ned",10298,0,0,Male,5,5,1,0,55800,1,20,Production Technician II,MA,2472,06/29/85,M ,Single,US Citizen,8/15/2011,9/4/2014,unhappy,Voluntarily Terminated,Production       ,Brannon Miller,12,LinkedIn,PIP,3,2,0,1/14/2013,6,6,86,34,No,Travel_Frequently,1,Life Sciences,3,9547,14074,1,No,17,3,80,0,10,2,2,10,9,1,9
"Monkfish, Erasumus",10213,1,1,Female,1,5,3,0,58207,0,20,Production Technician II,MA,1450,08/17/92,M ,Married,US Citizen,11/7/2011,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,3.7,3,0,1/8/2019,0,14,59,51,No,Travel_Rarely,3,Medical,2,13734,7192,3,No,18,3,80,0,21,6,3,7,7,1,0
"Monroe, Peter",10288,1,1,Male,1,3,2,1,157000,0,13,IT Manager - Infra,MA,2134,10/05/86,M ,Married,Eligible NonCitizen,2/15/2012,,N/A-StillEmployed,Active,IT/IS,Jennifer Zamora,5,Diversity Job Fair,Needs Improvement,2.39,3,6,2/22/2019,4,13,1,52,No,Travel_Rarely,4,Life Sciences,3,19999,5678,0,No,14,3,80,1,34,5,3,33,18,11,9
"Monterro, Luisa",10025,0,0,Female,1,5,4,0,72460,0,20,Production Technician II,MA,2126,04/24/70,F,Single,US Citizen,5/13/2013,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,Indeed,Exceeds,4.7,3,0,1/14/2019,0,1,80,27,No,Travel_Rarely,3,Medical,2,2279,11781,1,No,16,3,80,0,7,2,2,7,7,0,3
"Moran, Patrick",10223,0,0,Male,3,5,3,1,72106,0,20,Production Technician II,MA,2127,12/03/76,M ,Single,US Citizen,1/9/2012,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,Diversity Job Fair,Fully Meets,4.1,4,0,1/31/2019,0,12,94,35,Yes,Travel_Rarely,2,Life Sciences,3,5916,15497,3,Yes,13,3,80,0,8,1,3,1,0,0,1
"Morway, Tanya",10151,1,1,Male,1,3,3,0,52599,0,15,Network Engineer,MA,2048,04/04/79,F,Married,US Citizen,2/16/2015,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,CareerBuilder,Fully Meets,3.81,3,6,2/11/2019,0,6,39,43,No,Non-Travel,3,Medical,4,2089,5228,4,No,14,3,80,3,7,3,4,5,4,2,2
"Motlagh,  Dawn",10254,0,2,Male,1,5,3,0,63430,0,19,Production Technician I,MA,2453,07/07/84,F,Divorced,US Citizen,4/1/2013,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,4.4,4,0,1/17/2019,0,18,24,45,No,Non-Travel,2,Medical,4,16792,20462,9,No,23,4,80,1,22,1,3,20,8,11,8
"Moumanil, Maliki ",10120,0,3,Male,1,5,3,0,74417,0,20,Production Technician II,MA,1460,12/01/74,M ,Separated,US Citizen,5/13/2013,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,LinkedIn,Fully Meets,4.29,5,0,1/28/2019,0,11,47,37,No,Travel_Rarely,3,Life Sciences,1,3564,22977,1,Yes,12,3,80,1,8,3,2,8,7,1,7
"Myers, Michael",10216,0,0,Female,1,5,3,0,57575,0,19,Production Technician I,MA,1550,04/18/80,M ,Single,US Citizen,7/8/2013,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,LinkedIn,Fully Meets,4.1,4,0,1/22/2019,0,13,31,35,No,Travel_Frequently,3,Medical,2,4425,15986,5,No,11,3,80,0,10,5,3,6,2,1,2
"Navathe, Kurt",10079,0,0,Female,1,3,3,0,87921,0,22,Senior BI Developer,MA,2056,04/25/70,M ,Single,US Citizen,2/10/2017,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,5,3,6,2/25/2019,0,17,64,42,No,Non-Travel,2,Medical,3,5265,16439,2,No,16,3,80,1,11,5,3,5,3,0,2
"Ndzi, Colombui",10215,0,0,Male,5,5,3,1,50470,1,19,Production Technician I,MA,2110,05/02/89,M ,Single,US Citizen,9/26/2011,4/4/2014,return to school,Voluntarily Terminated,Production       ,Webster Butler,39,Diversity Job Fair,Fully Meets,4.3,3,0,3/2/2013,0,19,14,38,No,Travel_Rarely,4,Life Sciences,3,6553,7259,9,No,14,3,80,0,14,3,3,1,0,0,0
"Ndzi, Horia",10185,1,1,Male,5,5,3,0,46664,1,19,Production Technician I,MA,2421,03/28/83,M ,Married,US Citizen,4/1/2013,5/25/2016,more money,Voluntarily Terminated,Production       ,Amy Dunn,11,Employee Referral,Fully Meets,3.18,3,0,3/6/2016,0,10,74,38,No,Travel_Rarely,3,Technical Degree,4,6261,4185,3,No,18,3,80,1,9,3,1,7,7,1,7
"Newman, Richard ",10063,1,1,Male,3,5,3,0,48495,0,19,Production Technician I,MA,2136,04/08/77,M ,Married,US Citizen,5/12/2014,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Fully Meets,5,5,0,2/18/2019,0,11,96,27,No,Travel_Frequently,1,Technical Degree,1,4298,9679,5,No,19,3,80,1,6,1,3,2,2,2,0
"Ngodup, Shari ",10037,0,3,Male,1,5,4,1,52984,0,19,Production Technician I,MA,1810,06/03/67,F,Separated,US Citizen,4/1/2013,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Diversity Job Fair,Exceeds,4,3,0,2/13/2019,0,12,29,49,No,Non-Travel,4,Life Sciences,4,6804,23793,1,Yes,15,3,80,2,7,0,3,7,7,1,7
"Nguyen, Dheepa",10042,0,0,Male,1,6,3,0,63695,0,3,Area Sales Manager,GA,30428,03/31/89,F,Single,US Citizen,7/8/2013,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,5,5,0,1/25/2019,0,2,3,34,No,Travel_Frequently,4,Medical,3,3815,5972,1,Yes,17,3,80,1,5,4,4,5,3,2,0
"Nguyen, Lei-Ming",10206,0,0,Male,1,5,3,0,62061,0,19,Production Technician I,MA,2132,07/07/84,F,Single,US Citizen,7/8/2013,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,3.6,5,0,1/2/2019,0,4,97,40,No,Travel_Rarely,2,Medical,4,2741,16523,8,Yes,15,3,80,1,15,2,4,7,2,3,7
"Nowlan, Kristie",10104,0,0,Male,1,5,3,0,66738,0,20,Production Technician II,MA,1040,11/23/85,F,Single,US Citizen,11/10/2014,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Indeed,Fully Meets,4.53,5,0,1/16/2019,0,5,71,38,Yes,Travel_Rarely,1,Medical,1,6673,11354,7,Yes,19,3,80,0,17,2,3,1,0,0,0
